"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0,1,0.576858430066744,1,1,0.850376220574917,0.955571710504121,1,0.739430581477891,0,0.885371205241071,1,0.823324115206736,1,0.611117858654147,0.560448349298518,1,0.879752784969307,0.481519711343648,0.807426847513656
0.817946747226576,0.955706055777071,0.661527076521514,0.878472044536471,0.997114806541531,0.961927958444977,0.988880370773292,0.988221668138939,1,1,1,0.950325677189663,0.866031145230457,1,1,0.85888743824252,0.980391069436359,1,0.741000637284861,0.913221225989392
0.664623093112603,1,0,1,0.989642373535355,0.887425972685554,1,0.969704452566321,0,1,1,1,0,1,0.668518225532399,0.642390118636459,1,1,0.543086542795449,1
0,1,1,1,1,1,1,1,0,0.606571642401099,0.893996951200746,0.910239904242282,1,1,0.630016671865689,1,0.948478795131082,1,0,0.81732223197696
1,0.8624549831284,0,0.780929865560251,1,0.872079897113074,1,1,1,0,0.899912752216473,0.913065686630583,1,0.958960579224675,0.643534457149244,0.606729025989888,1,1,0.515805156682286,0
1,1,0.674151645339917,1,0.997774338572654,1,0.991094480320487,1,0.942148265480092,0.818303644997735,0.970324267740068,1,1,0.990600071445953,1,1,0.983403281700945,0.984153357832007,0.773635188527604,0.924073011013375
0.726178943276127,0.914036347298599,0.619867015669601,0.828240909157691,1,1,1,0.978310593937082,1,1,1,1,0.845763343120003,0.975799147349958,0,0.734997551499865,1,0.948257397909427,0.619031940592416,0.868858589123329
0.584480670757785,0.819464480927899,0.56736674875052,0.747675515863633,0.982385089235903,0.828773964002201,0.948614330573561,0.955316929771744,0.706945301127785,0.563961562012851,0.871038780099454,0,0.818141121576036,0.943616320663649,0.581650643123179,0.518672932036809,1,0.857084816938646,0.451387441643285,0.791554266943297
0.710211432896449,0.905340085134423,0.613458262052354,0.819448330688983,1,1,0.975091376159433,1,0.84285525796655,0.685525513077734,0.928909798103497,0.928010529194197,0,1,0.71748378585559,0.711459435164034,1,0.940996250702458,0.598870060318755,0.860763161154328
0.652573039319919,0.869993025545763,0,0.787231112820075,1,0.879578850540034,1,1,0.785288467894359,0.629283351154194,1,1,0.831188194564829,0.961525695822201,0.655506654399607,0.623832562870665,1,0.908933815817031,0,1
0.745347727838553,1,0.627818715440454,0.8387492522356,0.994359718496617,0.932115714511372,1,0.980642350786913,0.873816563845436,0.720352451866173,0.941644449252674,0.935364340048431,0.84973697539538,0.978827186316482,1,1,1,1,0.643660040758224,0
0.758053073993314,1,0.633267877384233,1,1,1,0.982011182899661,0.982106708757573,0.884230321366588,0.733063953318754,1,0.937994320062624,0,0.980697820983428,0.768264778275802,0.780516053538347,0.971870157670319,1,0.660236492327662,0.884651052848302
0.470713416061796,0.710391886578027,0.528368586076294,0,0.964467205140942,0.715971932432131,0.908457205111312,0.925717094830934,0.554972983992025,0.456655834058628,1,1,0.795871386976662,0.898601670981328,0.458114697285353,0.352332798350804,1,0,0.334684087848146,1
0.834276790344251,0.961738290171405,0.670221607468487,0.887493397289093,1,1,1,1,1,0.810933597165693,0.968495160284742,0.95370895534633,0.870097477656127,0.989905551184747,1,0.878218178155103,0.982511871951347,1,1,1
0.37272316790755,1,0.493761223432764,0.604560012412411,0,0,0.851823655714511,1,0.411061420151258,0,0.708057740535438,0.836654079246347,0.774658125790283,1,0.353081474836049,0.229696372998764,0.862685358291511,1,0.246040590756401,0
0.804296821651928,0.950356052658682,1,0.870973770747793,1,1,1,1,1,0.779943713804184,1,1,0,1,1,0.842002073608308,1,0.975397472698986,0.722225582653303,1
0.720778648736852,1,0.617679226432107,0.825271877127071,1,1,1,1,0.852499673767956,0,1,1,0.844660918942406,1,0.728761532295928,0.727084986419696,1,0.945873861146375,0.612177029743308,1
0.723501569364943,0.91260985321654,0.618779650010874,0.826769463457288,0.993281595880201,0.921304367879997,1,0.977972699866373,0.854938534992988,0.69864516921097,0.933881082669104,0.930808775396319,0.845215919066328,1,0.731662383518577,0.73108109709548,1,0.947084753180419,0.615628793765147,0.867510201569177
1,1,1,0.89254177576459,0.997826933428916,0.97031277712756,1,1,1,0.820427086740756,1,0.955602719065441,0.872449109110932,0.990795070306948,0.856434802276195,0.888529462757217,1,0.984567160928339,1,1
0.771441422334893,0.936293925893683,0.639186485353213,1,1,1,1,0.983583311939857,0.894752705969544,0.746533267913015,1,0.940755050323958,1,0.98255770613347,0.78233160129339,0.798934220610904,0.973883032581007,0.96554840567513,0.677919185480255,0.89115201420298
0.51159859368934,0.753433459495822,0,0.702634955364998,0.972299511706138,0.760875209454693,0.925293377199521,1,0.6121473377348,0.495021604359626,1,0,0.804046911070649,1,0.502419157784033,0,1,0.781083067160403,0.374860778820269,0.745655812338105
0.690781838566326,0.894133131947908,0.605884625808239,0.808683558425388,0.991403842933235,1,0.971856872323002,0.973584780316688,0.824380796819904,0,0.921287078800431,0.923873807891774,0.838647960475671,1,1,0.682303311269192,0.960667690455563,0.931256764080554,0.574772439397227,0.850729792541009
0.462191277253828,0.700844212576851,0.525435828071383,0.669933716994861,0.962577198466103,0.70595951970085,0.904528059271662,0.922896829657025,0.5427710149118,0.448679003313756,0,0.866910997425232,1,1,0,0.340772514611636,1,0.715719570997712,0.326551670316573,0.711329906878757
0.373431894923516,0.589046032274476,0.494021454426362,0.605116167019538,1,0,1,1,0.412117540639099,1,0.708801638595565,0,1,0.835727802524579,0.353832867329673,0,1,0,0.246644311486952,0.641207579030404
