"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.375875067490887,0.653863737234328,0.368123423444665,0.54676577736493,0.972721261968262,0.655621001811665,0,0.904746941805116,0.465784692213827,0.43253348046272,1,0.783239660490563,0.658181401207067,0.88481552284302,0.385793739895112,0,1,1,0.230214614424639,0.635943126853142
0.575992646051601,0.806587022212573,1,0.684057918627479,1,0.805198943719219,0.954679816721278,0.961668347516494,0.720769747268019,0.59631049566436,0.897231649093707,1,0.74737136801221,0.952623570018645,1,0.564240215580367,0.935555593632455,0.885351290384505,0,0.786368993150204
1,1,0,1,1,0.850329070750172,0.968799150638437,0.973938354273282,0,1,0.929158904612357,0.900337175220956,0.779169038362919,1,0.639562416743274,0.662582317982991,0.954031957960331,0.923736558606903,1,1
0.633536468954048,0.840597532679177,1,1,0.994440688409828,0.838738751102837,0.965373304420015,1,0.780733370758157,0.642493148757587,0.921350478365644,0.893496395146396,1,1,0.620008668185321,0.636268202163695,1,1,0,1
0.659887003304255,0.855078446279477,0,0.736678015736339,0.995335737296147,0.8530633578194,0.969587539785223,0.974617975864383,1,0.663748409078028,0.930960692884935,1,1,1,0.644288678032369,0.668889254222213,1,1,0.556055209628751,0.836142008981601
1,1,0.567068523450493,1,1,1,1,1,0.900580290271072,0.760498478698906,1,0.936192589643893,0.829397775678952,1,1,0.807279470893156,0.975469005912416,0.964876336541141,0.719237180093636,1
1,1,0,0.821784850562465,0.998383778645526,0.918431338716812,0.986211088047542,0.988769859933711,1,1,0.969205122857829,1,1,0.985865431875188,0.772623790008238,1,0.978148462505379,1,1,0.90607682484264
0,0.517093412929499,0.307984626829153,1,0.935970433453936,0,0.805973596454658,0,0.285959958040648,0.321737121323684,0,0.694000110155519,0.585978764622748,0.793979018699863,0,1,1,0.540050175444833,0.127753595498519,0.505873352078966
0.222155337951185,0,0.292180377465579,0.413670415591671,1,0.48320371952783,0.774622576743381,0.795808262550643,0,0,0.565854174834053,0.665681243919851,0,0.760660115870934,0.242245745898396,0.156097112936104,0.732077485204092,0.485191191947643,0.107121944073828,0.468582922269438
0.673396776209988,0.86226013393821,0.507018380099759,0.74506975091003,1,0.860179013867452,1,0.976353265007348,0.818319989023002,0.674694578812954,1,1,1,0.970535780453196,0.656799874372971,0.685470964057307,1,0.931302381290967,0.574345013867837,1
1,0.806043115096924,0.458528554563389,0.683501744104793,0.991938395063653,0.80466358629757,1,1,0.719808060510586,0.595609838167805,0,0.873419986856721,0.747014613107928,1,0.566628920647293,1,1,0.8848606179293,0.446307043900671,0.785817781488339
0.597298452050776,1,0,1,0.992983253222949,0.818001300479013,0.958900327668033,1,1,0.613392086699943,0.906701321349797,0.881278511789224,0,1,0,1,0.941002466334864,0.896843655507425,0.474113880949632,0.799584616759105
1,0.889334427373735,0.536574154910415,0.778501700310759,1,1,1,0.982483482173768,0.863813074419703,0.718731018647072,1,1,0.808511119427447,1,0.707095366481807,0.75010353128791,1,0.95040043656457,0.648784374558174,1
0.55153563910254,0.791030585881717,0,0.668401854985838,1,0.789898018331408,1,1,0.693294276256382,0.576692591060962,0.885495359138985,0.864706997710499,0.737328584033845,0.947021285153543,0.545202477206574,0.533518025620899,0,1,1,1
1,1,0.482676353608278,1,0.994139199832856,0.834211296756964,0.963997946588772,0.96978617718756,0.772697298362661,0.635978622736081,0.918225934930506,1,0.767380298954684,0.962499819645382,0.612573950779551,0.626180681193952,0.947664362046122,1,0,0.81641647092581
0.77392262455287,0.911152007526923,1,0.807994557690871,1,1,1,0.986951962599055,1,1,1,0.935394375250754,0.828151759174016,0.983607949119494,1,0.804030066031848,1,0.964108129578273,0.715107061532391,0.895677523321214
0.758211047864178,0.90399337602264,0.555203846833738,0.798021708522042,0.997756336700078,1,0.982366707235812,1,1,0.744702257621585,0.960344179659292,0.931029739605643,1,1,0.736654146778894,0.786212593060193,1,1,1,0.88792642459421
0.519411123236717,0.769479223499683,0.43285426604148,0.647501288180289,0.988663404492868,0.768734455276393,1,0.95023343526224,0.655472965891574,0,0.86852432048194,0.852173558991151,1,1,0.516082051472948,0.493266565230213,1,0.850140865472248,0.379618422059874,0.749067953213007
1,1,0.529665754280643,0.770960504883842,1,0.881218115353016,0.977270399711713,1,1,0.70874369976224,0.948596430168888,0.918684644164294,0.803550591186509,0.9765021650255,0.695701363261239,0.735784019475211,1,0.946436698755366,0.631840157229236,0.865940005808297
0,0.682566209588132,0.3825275208899,1,0.977631081183833,0.68365956888308,0.905219716101142,1,0.510109298087367,0.459263877781049,1,1,1,0.899910200655865,0,0.356494460433478,0.875082597347831,0,0.26033713156228,1
0.59316973857237,0.817104652304807,0.46706116311239,0.694946346494201,1,1,0.958107950548787,1,0.739365045878889,1,0.904918300413657,0.879838857698512,1,1,0,0.585807254631812,0.939975303989989,0.894685653953117,0.468885951805068,0.797056414026092
0.277196244957307,0.549014129431067,0.321104045183188,0.465830306536122,1,0.55322214459504,0,0.847124923630158,0.323165324004473,0.345559193052932,0.651219400649309,1,0,0.818313114850335,0.294507737947463,0,1,0.583771346838903,0.146835416639389,0.535998332238338
0.303966966630981,0.580100167234436,0.334323025680588,0.489134715813975,0.956164312946694,0.583591726388092,1,0.86615403239855,0.362184800585632,0.369833546018301,0,1,1,0.840058678108548,0,0,0.811531656038196,0.62563192598195,0.16790273486603,0.565448601930703
0.310309480810417,0.587151290616086,0,0.494490814927965,0.958035632007294,0.590478103179751,0.853580222116625,1,0.371421052517572,0.375501172533196,0.69406934749366,0.74110899939726,0.622756788570101,0.84473932896903,0,0.24592611173948,0.816365294207426,0.634998808315283,0.173062759560983,0
0.369908532235829,0.648220418288007,0.365386762229105,0.542215633364067,1,0.650109784727073,0.88817959776375,0.902088772125709,0,0.427446777229522,0.758356715305848,0,1,0.881703412091336,0.380335085325855,0.312498764341723,0.855308184207508,1,0.224725430165733,0.630513053470851
0,0.418805447675146,0.269443949374995,0.371878947730264,0.886957662213006,0,0.721330870054268,1,0.188783868727231,0.254127306814193,0.491884092006315,0.621027553823368,0.533096605035451,0.704289204285062,0,0.120058860530413,0.677871040036547,0,0.0817308973228657,0
1,0.888259252558005,0.535290735532146,1,0.99707464257626,0,0.978500189052654,1,1,0.716890026199673,1,1,0.80759615203893,0.977794226100854,0.704995973509241,1,0.967231919512427,0.949685163632282,1,0.87105978081844
0,0.827196590442936,0,0.705646441289973,0.99353363246184,1,1,1,0.757181027949178,0,1,0.885699495230794,1,0.959637725715418,0.598586895247711,1,0.944119632836773,0.903363062108605,1,0.807364431904287
0.410626102981519,1,0.383910796484148,0.572579471393422,0.978051005831784,0.686265819262392,1,0.918722030648732,0.514333910896723,0.461824716147145,0.79454076373255,0.802348963785947,1,0.901252375920947,0.417482568442285,0,0,1,0.263335743789966,0.666261146178528
0.723610755687386,1,0.534540591124086,0.77629901447234,0.99704537226044,0.885383087292168,0.978339919606695,1,0.861010342770246,0.715810930141517,1,1,0.807059979165342,0.977625905245039,0.703765215478527,1,1,1,0.643829980853258,0.870386325231172
0.744762117930094,1,0.54697495062391,0.789545299450308,1,0.895459557333857,0.980856042985428,1,0.877436735193247,0.733405084775171,1,0.927242423702108,1,1,0.723811263555128,0.770717762281371,1,1,1,0.881188385810984
0.352794899159104,0,0.357481719439567,0,0.968370990807024,0,0.879325180975691,1,0,0.412751512124242,0.741396722990002,1,0.646245105722879,0.872241578180965,0,1,1,1,0,1
0.40332528505307,0.678846704019567,0,0.567248130480177,0.977035562071271,1,1,0.915983702502057,0.50424686923873,1,0.788452740121099,0.798488946135681,0.671760484144369,1,0,0.351478506212084,0,0.750769858924785,0.256214416580647,0.6600692920463
0.74371480959764,0.897239908744081,0.546345241887631,1,1,1,0.980735561338812,1,1,1,0.956582424574181,1,0.815380109185502,0.980139766534333,0.722814440288215,0.769502283992986,0.970350650839279,1,0.672173850772765,0.880659524979167
