"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0,0.417477181633898,0.238446844765064,0.362339046442656,1,0,0,0.76313840670341,0.236240445234319,0,1,0.542897275363244,1,0.709851902318367,0.20273373385659,0,0.681681490582293,0.415316656132867,0.10018158639357,0
0.401892262310808,1,1,0.559407795217296,0.993085361101066,0.712677644857521,0.920669284747392,0.923774941157643,1,1,0.825019513487817,1,0,0.938280136547586,0.461381199274374,0,0.893373464651312,0.809248975195556,0.332522331168045,0
0.469427648423148,0.748340957315952,0,0.607714726279569,0.99645373961676,0.769348345496794,1,0.943886099326334,0,1,0.878495389798294,1,0.664052540234059,0.959824927168181,0.536376672935717,0.538007838919285,1,1,1,0.705236716314906
0.429053345488409,1,0.320479808074305,0.57923990679628,0.99472797604868,0.736695238262064,0.930850976411762,0.932646895694653,0,1,0.848715551381083,1,1,0.948105277480607,0,1,1,0.835477725716512,0.366785324292191,0.669830822870131
0.347975628986064,0.63903659478748,0,0.518038074150785,1,0,0.895292483148265,0.902057150644708,0.540577624237851,0,0.767239690956009,0.744935734470847,0.609121713375544,1,1,0.368982534817312,0.863307320451505,1,0.267518375491105,0.589448892513485
0.511574158218312,0.779525026592409,0.345150787083513,0.636391764439751,1,0.800001261183759,1,0.953632936082077,1,0,0.903824567081603,0.85321156052053,0.681523727539205,0.969253641810542,0.581781527044581,1,1,1,0.475374274754097,1
0.345113408108753,1,0.295178878067687,0.515755779890598,0.987561531517221,0.656292848681907,1,0.900718485621397,0.535816231266714,0.364278369421862,0.763714013773268,1,1,0,0.396463854268005,0.364981041596206,1,0.741646407421071,1,0
0,0.313792155681593,0,1,0.766174573874963,0.318632412324607,1,0,0,0.118892962348073,0.297877948372412,0,0,0.543659413068472,0.136143118437586,0.0882846586466616,0.555805630465626,0,0.0581158826445881,0
0,0,0.235601201951627,0,0.894775032810478,0.416011703722373,1,1,0.223627603267464,0,0.437838992515826,0,0.501716378090824,0.693691235683482,0.194560999085284,0,1,0.397094531139182,0.0946138595387993,0
0.320545235871873,0.609372148141662,0.287529665534224,0.495753223707339,1,0.628938324503675,1,0.888286491427679,0,0.336413685804292,1,0.720291517554158,1,0.894763339700536,0,0,1,1,0.236233623509311,0.55900123614412
0.480311549187794,1,0,0.615212822198299,0.996810747464275,0.777580977969732,0.946558372947466,0.946577935507356,1,0.516202007990926,0.885550829510095,0.836487510617993,1,1,0.54821017200059,1,1,0.876268050706545,0.433600883734335,0
0,1,0.318156269268281,0.573601860010608,0.994303327961477,0.729972399993097,0.9280747684626,0.930216945497988,0.653166317676391,0,0.842233558982557,0.800355201318869,0.643269572919331,0.945462213092983,0.483140050261922,0.471604498665238,0.902362055115018,1,1,0.662657400950916
0.41620182292769,0.704381095648633,0,0.56993055757394,1,0.725549615300576,1,0.928595945831334,1,0.444621091142914,1,0.796951668326884,0.641028182359448,1,0,0.464568614163607,0.900097487830543,0.823507859656563,0.350460679307318,0.657958822078721
0.226028925401434,0,0.25579112021573,0.41004251604768,0.949531876615465,0.502835044082173,0.793542595712137,0.817856615089078,1,0.229693954929493,1,0,0.539918502642857,0.794515193230762,0.256354721368678,0,0,0.526410769449936,0.139459628565356,0.438464557702422
1,0.617352902449681,0.289784492435565,1,0.984998569709875,0.63714196835058,1,0.892106805639871,0,0.344564956956995,0.741187212132298,1,1,0.899731505535606,0.376299528125497,0.340753836324735,0,1,0,0.567154072322747
